DATETIME,FREQ_MEAN_HZ,FREQ_MIN_HZ,FREQ_MAX_HZ,FREQ_STD_HZ,SAMPLE_COUNT,FREQ_WORST_DEV_HZ,FREQ_DROOP_MEAN,FREQ_DROOP_ABS_MEAN
2026-01-03 04:45:00+00:00,50.014874,49.973,50.044,0.011607,900,50.044,-0.038415,0.04169
2026-01-03 05:00:00+00:00,50.020397,49.974,50.116,0.035999,900,50.116,-0.094088,0.10983
2026-01-03 05:15:00+00:00,50.01477,49.987,50.049,0.009476,900,50.049,-0.034959,0.035099
2026-01-03 05:30:00+00:00,50.013367,49.974,50.04,0.011576,900,50.04,-0.033883,0.035474
2026-01-03 05:45:00+00:00,50.01743,49.977,50.057,0.016382,900,50.057,-0.057064,0.059801
2026-01-03 06:00:00+00:00,50.025422,49.971,50.095,0.030871,900,50.095,-0.101789,0.107637
2026-01-03 06:15:00+00:00,50.019021,49.981,50.067,0.020625,900,50.067,-0.067813,0.068749
2026-01-03 06:30:00+00:00,50.003708,49.973,50.03,0.010941,900,50.03,-0.006655,0.012924
2026-01-03 06:45:00+00:00,50.028523,49.994,50.065,0.013048,900,50.065,-0.099784,0.099784
2026-01-03 07:00:00+00:00,50.026149,49.991,50.093,0.022357,900,50.093,-0.090819,0.090819
2026-01-03 07:15:00+00:00,50.001451,49.973,50.029,0.010634,900,50.029,-0.002234,0.011006
2026-01-03 07:30:00+00:00,50.009826,49.982,50.037,0.01096,900,50.037,-0.022579,0.024006
2026-01-03 07:45:00+00:00,49.997682,49.959,50.033,0.013869,900,49.959,0.005813,0.02083
2026-01-03 08:00:00+00:00,49.993099,49.959,50.035,0.013977,900,49.959,0.013322,0.026772
2026-01-03 08:15:00+00:00,50.01537,49.988,50.044,0.010895,900,50.044,-0.040023,0.040304
2026-01-03 08:30:00+00:00,50.002773,49.964,50.032,0.012001,900,49.964,-0.002737,0.015368
2026-01-03 08:45:00+00:00,50.010631,49.98,50.049,0.013873,900,50.049,-0.030035,0.032164
2026-01-03 09:00:00+00:00,49.995613,49.951,50.024,0.012397,900,49.951,0.012433,0.017018
2026-01-03 09:15:00+00:00,50.006469,49.971,50.039,0.013083,900,50.039,-0.017602,0.023076
2026-01-03 09:30:00+00:00,49.993139,49.962,50.026,0.012068,900,49.962,0.014971,0.019789
2026-01-03 09:45:00+00:00,50.005477,49.97,50.04,0.018119,900,50.04,-0.017556,0.041135
2026-01-03 10:00:00+00:00,50.000941,49.967,50.031,0.011201,900,49.967,-0.002257,0.011778
2026-01-03 10:15:00+00:00,50.007447,49.979,50.036,0.010777,900,50.036,-0.015275,0.018129
2026-01-03 10:30:00+00:00,49.996482,49.963,50.036,0.015884,900,49.963,0.008719,0.030099
2026-01-03 10:45:00+00:00,50.007623,49.962,50.038,0.015163,900,50.038,-0.014392,0.032579
2026-01-03 11:00:00+00:00,50.0109,49.968,50.044,0.016252,900,50.044,-0.032082,0.043731
2026-01-03 11:15:00+00:00,50.014089,49.97,50.045,0.012953,900,50.045,-0.037906,0.040971
2026-01-03 11:30:00+00:00,49.99404,49.954,50.028,0.015575,900,49.954,0.020515,0.029591
2026-01-03 11:45:00+00:00,50.008459,49.968,50.061,0.01951,900,50.061,-0.031807,0.046965
2026-01-03 12:00:00+00:00,50.015472,49.975,50.061,0.015057,900,50.061,-0.047912,0.052778
2026-01-03 12:15:00+00:00,50.007276,49.964,50.039,0.016648,900,50.039,-0.017953,0.03807
2026-01-03 12:30:00+00:00,49.98975,49.951,50.024,0.01621,900,49.951,0.033053,0.037591
2026-01-03 12:45:00+00:00,50.004554,49.967,50.052,0.017124,900,50.052,-0.015111,0.03193
2026-01-03 13:00:00+00:00,50.014913,49.965,50.052,0.013349,900,50.052,-0.04186,0.044199
2026-01-03 13:15:00+00:00,50.009864,49.97,50.052,0.016411,900,50.052,-0.03283,0.039871
2026-01-03 13:30:00+00:00,49.999936,49.96,50.034,0.013827,900,49.96,-0.000351,0.020561
2026-01-03 13:45:00+00:00,50.005221,49.965,50.055,0.017625,900,50.055,-0.01755,0.037386
2026-01-03 14:00:00+00:00,50.021209,49.968,50.066,0.02151,900,50.066,-0.076187,0.086058
2026-01-03 14:15:00+00:00,50.005951,49.97,50.046,0.016218,900,50.046,-0.016725,0.03414
